Zeit;pv
12.07. 00:00;0
12.07. 01:00;0
12.07. 02:00;0
12.07. 03:00;0
12.07. 04:00;0,65689
12.07. 05:00;4,0254
12.07. 06:00;9,4975
12.07. 07:00;19,433
12.07. 08:00;30,206
12.07. 09:00;41,755
12.07. 10:00;73,216
12.07. 11:00;85,94
12.07. 12:00;78,882
12.07. 13:00;69,851
12.07. 14:00;67,874
12.07. 15:00;103,38
12.07. 16:00;108,47
12.07. 17:00;47,033
12.07. 18:00;32,076
12.07. 19:00;10,275
12.07. 20:00;0
12.07. 21:00;0
12.07. 22:00;0
12.07. 23:00;0
13.07. 00:00;0
13.07. 01:00;0
13.07. 02:00;0
13.07. 03:00;0
13.07. 04:00;0
13.07. 05:00;4,6958
13.07. 06:00;24,093
13.07. 07:00;67,564
13.07. 08:00;92,049
13.07. 09:00;107,15
13.07. 10:00;133,7
13.07. 11:00;169,42
13.07. 12:00;122,47
13.07. 13:00;87,029
13.07. 14:00;79,898
13.07. 15:00;75,54
13.07. 16:00;71,639
13.07. 17:00;47,238
13.07. 18:00;29,306
13.07. 19:00;7,4157
13.07. 20:00;0
13.07. 21:00;0
13.07. 22:00;0
13.07. 23:00;0
14.07. 00:00;0
14.07. 01:00;0
14.07. 02:00;0
14.07. 03:00;0
14.07. 04:00;0
14.07. 05:00;3,0447
14.07. 06:00;14,814
14.07. 07:00;44,994
14.07. 08:00;129,1
14.07. 09:00;149,32
14.07. 10:00;167,11
14.07. 11:00;187,13
14.07. 12:00;200,82
14.07. 13:00;180,93
14.07. 14:00;148,65
14.07. 15:00;129,69
14.07. 16:00;106,17
14.07. 17:00;52,287
14.07. 18:00;11,412
14.07. 19:00;6,3223
14.07. 20:00;0
14.07. 21:00;0
14.07. 22:00;0
14.07. 23:00;0
15.07. 00:00;0
15.07. 01:00;0
15.07. 02:00;0
15.07. 03:00;0
15.07. 04:00;0
15.07. 05:00;3,0244
15.07. 06:00;13,999
15.07. 07:00;41,814
15.07. 08:00;87,263
15.07. 09:00;171,31
15.07. 10:00;193,16
15.07. 11:00;190,96
15.07. 12:00;161,15
15.07. 13:00;155,41
15.07. 14:00;150,39
15.07. 15:00;119,06
15.07. 16:00;83,452
15.07. 17:00;59,066
15.07. 18:00;23,197
15.07. 19:00;3,942
15.07. 20:00;0
15.07. 21:00;0
15.07. 22:00;0
15.07. 23:00;0
16.07. 00:00;0
16.07. 01:00;0
16.07. 02:00;0
16.07. 03:00;0
16.07. 04:00;0
16.07. 05:00;2,6835
16.07. 06:00;11,49
16.07. 07:00;29,891
16.07. 08:00;41,626
16.07. 09:00;53,316
16.07. 10:00;64,546
16.07. 11:00;65,05
16.07. 12:00;83,595
16.07. 13:00;58,218
16.07. 14:00;69,368
16.07. 15:00;91,524
16.07. 16:00;54,357
16.07. 17:00;42,355
16.07. 18:00;45,431
16.07. 19:00;22,957
16.07. 20:00;0,64553
16.07. 21:00;0
16.07. 22:00;0
16.07. 23:00;0
17.07. 00:00;0
17.07. 01:00;0
17.07. 02:00;0
17.07. 03:00;0
17.07. 04:00;2,6909
17.07. 05:00;31,297
17.07. 06:00;81,247
17.07. 07:00;128,91
17.07. 08:00;140,71
17.07. 09:00;173,72
17.07. 10:00;224,59
17.07. 11:00;233,65
17.07. 12:00;222,85
17.07. 13:00;210,89
17.07. 14:00;220,13
17.07. 15:00;191,49
17.07. 16:00;154,48
17.07. 17:00;99,128
17.07. 18:00;40,407
17.07. 19:00;12,566
17.07. 20:00;0
17.07. 21:00;0
17.07. 22:00;0
17.07. 23:00;0
18.07. 00:00;0
18.07. 01:00;0
18.07. 02:00;0
18.07. 03:00;0
18.07. 04:00;0
18.07. 05:00;26,437
18.07. 06:00;58,865
18.07. 07:00;104,73
18.07. 08:00;165,02
18.07. 09:00;222,68
18.07. 10:00;260,55
18.07. 11:00;259,96
18.07. 12:00;261,2
18.07. 13:00;257,79
18.07. 14:00;228,77
18.07. 15:00;187,23
18.07. 16:00;151,01
18.07. 17:00;108,11
18.07. 18:00;55,025
18.07. 19:00;16,282
18.07. 20:00;0
18.07. 21:00;0
18.07. 22:00;0
18.07. 23:00;0
19.07. 00:00;0
19.07. 01:00;0
19.07. 02:00;0
19.07. 03:00;0
19.07. 04:00;0
19.07. 05:00;5,6122
19.07. 06:00;37,15
19.07. 07:00;90,414
19.07. 08:00;123,39
19.07. 09:00;146,84
19.07. 10:00;163,48
19.07. 11:00;178,21
19.07. 12:00;206,59
19.07. 13:00;227,81
19.07. 14:00;198,44
19.07. 15:00;182,73
19.07. 16:00;137,32
19.07. 17:00;90,227
19.07. 18:00;47,662
19.07. 19:00;9,9512
19.07. 20:00;0
19.07. 21:00;0
19.07. 22:00;0
19.07. 23:00;0
20.07. 00:00;0
20.07. 01:00;0
20.07. 02:00;0
20.07. 03:00;0
20.07. 04:00;2,0664
20.07. 05:00;21,692
20.07. 06:00;63,106
20.07. 07:00;126,98
20.07. 08:00;181,42
20.07. 09:00;185,99
20.07. 10:00;207,48
20.07. 11:00;269,5
20.07. 12:00;274,58
20.07. 13:00;258,24
20.07. 14:00;215,15
20.07. 15:00;173,93
20.07. 16:00;124,71
20.07. 17:00;43,627
20.07. 18:00;9,7439
20.07. 19:00;3,2416
20.07. 20:00;0
20.07. 21:00;0
20.07. 22:00;0
20.07. 23:00;0
21.07. 00:00;0
21.07. 01:00;0
21.07. 02:00;0
21.07. 03:00;0
21.07. 04:00;3,9445
21.07. 05:00;25,757
21.07. 06:00;37,067
21.07. 07:00;76,822
21.07. 08:00;105,43
21.07. 09:00;124,4
21.07. 10:00;145,45
21.07. 11:00;115,12
21.07. 12:00;130,65
21.07. 13:00;137,41
21.07. 14:00;185,82
21.07. 15:00;174,04
21.07. 16:00;156,46
21.07. 17:00;109,95
21.07. 18:00;48,288
21.07. 19:00;16,466
21.07. 20:00;0
21.07. 21:00;0
21.07. 22:00;0
21.07. 23:00;0
22.07. 00:00;0
22.07. 01:00;0
22.07. 02:00;0
22.07. 03:00;0
22.07. 04:00;3,6494
22.07. 05:00;24,727
22.07. 06:00;22,673
22.07. 07:00;21,561
22.07. 08:00;27,935
22.07. 09:00;34,323
22.07. 10:00;40,705
22.07. 11:00;46,848
22.07. 12:00;59,45
22.07. 13:00;69,991
22.07. 14:00;68,26
22.07. 15:00;76,591
22.07. 16:00;84,12
22.07. 17:00;94,613
22.07. 18:00;58,076
22.07. 19:00;20,187
22.07. 20:00;0
22.07. 21:00;0
22.07. 22:00;0
22.07. 23:00;0
23.07. 00:00;0
23.07. 01:00;0
23.07. 02:00;0
23.07. 03:00;0
23.07. 04:00;0
23.07. 05:00;11,834
23.07. 06:00;37,326
23.07. 07:00;75,226
23.07. 08:00;152,59
23.07. 09:00;219,57
23.07. 10:00;253
23.07. 11:00;272,44
23.07. 12:00;274,36
23.07. 13:00;265,18
23.07. 14:00;241,48
23.07. 15:00;197,12
23.07. 16:00;149,68
23.07. 17:00;100,41
23.07. 18:00;43,009
23.07. 19:00;4,8649
23.07. 20:00;0
23.07. 21:00;0
23.07. 22:00;0
23.07. 23:00;0
24.07. 00:00;0
24.07. 01:00;0
24.07. 02:00;0
24.07. 03:00;0
24.07. 04:00;1,7471
24.07. 05:00;9,3356
24.07. 06:00;22,59
24.07. 07:00;25,062
24.07. 08:00;64,358
24.07. 09:00;139,11
24.07. 10:00;141,18
24.07. 11:00;162,68
24.07. 12:00;198,3
24.07. 13:00;206,4
24.07. 14:00;168,86
24.07. 15:00;143,73
24.07. 16:00;136,2
24.07. 17:00;91,492
24.07. 18:00;44,502
24.07. 19:00;12,108
24.07. 20:00;0
24.07. 21:00;0
24.07. 22:00;0
24.07. 23:00;0
25.07. 00:00;0
25.07. 01:00;0
25.07. 02:00;0
25.07. 03:00;0
25.07. 04:00;0,9075
25.07. 05:00;25,256
25.07. 06:00;68,697
25.07. 07:00;117,43
25.07. 08:00;171,07
25.07. 09:00;201,81
25.07. 10:00;193,88
25.07. 11:00;177,03
25.07. 12:00;167,7
25.07. 13:00;148,8
25.07. 14:00;86,478
25.07. 15:00;88,207
25.07. 16:00;63,286
25.07. 17:00;45,796
25.07. 18:00;33,502
25.07. 19:00;10,045
25.07. 20:00;0
25.07. 21:00;0
25.07. 22:00;0
25.07. 23:00;0
26.07. 00:00;0
26.07. 01:00;0
26.07. 02:00;0
26.07. 03:00;0
26.07. 04:00;0
26.07. 05:00;2,0843
26.07. 06:00;34,903
26.07. 07:00;55,454
26.07. 08:00;73,244
26.07. 09:00;122,97
26.07. 10:00;187,5
26.07. 11:00;174,73
26.07. 12:00;142,4
26.07. 13:00;114,04
26.07. 14:00;92,134
26.07. 15:00;82,25
26.07. 16:00;89,058
26.07. 17:00;84,819
26.07. 18:00;28,654
26.07. 19:00;3,3188
26.07. 20:00;0
26.07. 21:00;0
26.07. 22:00;0
26.07. 23:00;0
27.07. 00:00;0
27.07. 01:00;0
27.07. 02:00;0
27.07. 03:00;0
27.07. 04:00;1,4853
27.07. 05:00;33,548
27.07. 06:00;85,166
27.07. 07:00;137,7
27.07. 08:00;177,59
27.07. 09:00;193,88
27.07. 10:00;195,64
27.07. 11:00;206,92
27.07. 12:00;196,77
27.07. 13:00;154,14
27.07. 14:00;98,687
27.07. 15:00;66,193
27.07. 16:00;99,851
27.07. 17:00;48,853
27.07. 18:00;18,416
27.07. 19:00;5,9505
27.07. 20:00;0
27.07. 21:00;0
27.07. 22:00;0
27.07. 23:00;0
28.07. 00:00;0
28.07. 01:00;0
28.07. 02:00;0
28.07. 03:00;0
28.07. 04:00;0
28.07. 05:00;14,402
28.07. 06:00;79,656
28.07. 07:00;139,81
28.07. 08:00;190,94
28.07. 09:00;217,52
28.07. 10:00;217,58
28.07. 11:00;203,78
28.07. 12:00;219,92
28.07. 13:00;190,9
28.07. 14:00;184,21
28.07. 15:00;139,23
28.07. 16:00;92,237
28.07. 17:00;76,044
28.07. 18:00;49,475
28.07. 19:00;10,98
28.07. 20:00;0
28.07. 21:00;0
28.07. 22:00;0
28.07. 23:00;0
29.07. 00:00;0
29.07. 01:00;0
29.07. 02:00;0
29.07. 03:00;0
29.07. 04:00;1,1935
29.07. 05:00;32,854
29.07. 06:00;83,375
29.07. 07:00;137,63
29.07. 08:00;187,82
29.07. 09:00;226,51
29.07. 10:00;253,76
29.07. 11:00;269,38
29.07. 12:00;271,61
29.07. 13:00;261,41
29.07. 14:00;237,8
29.07. 15:00;200,92
29.07. 16:00;156,08
29.07. 17:00;103,96
29.07. 18:00;47,652
29.07. 19:00;10,195
29.07. 20:00;0
29.07. 21:00;0
29.07. 22:00;0
29.07. 23:00;0
30.07. 00:00;0
30.07. 01:00;0
30.07. 02:00;0
30.07. 03:00;0
30.07. 04:00;0,64723
30.07. 05:00;29,626
30.07. 06:00;80,905
30.07. 07:00;134,24
30.07. 08:00;183,29
30.07. 09:00;223,33
30.07. 10:00;250,51
30.07. 11:00;266,55
30.07. 12:00;268,25
30.07. 13:00;258,04
30.07. 14:00;235,26
30.07. 15:00;199,67
30.07. 16:00;155,53
30.07. 17:00;102,77
30.07. 18:00;45,962
30.07. 19:00;9,4607
30.07. 20:00;0
30.07. 21:00;0
30.07. 22:00;0
30.07. 23:00;0
31.07. 00:00;0
31.07. 01:00;0
31.07. 02:00;0
31.07. 03:00;0
31.07. 04:00;0
31.07. 05:00;23,559
31.07. 06:00;75,033
31.07. 07:00;132,45
31.07. 08:00;181,35
31.07. 09:00;220,42
31.07. 10:00;249,23
31.07. 11:00;256,66
31.07. 12:00;194,37
31.07. 13:00;206,38
31.07. 14:00;197,77
31.07. 15:00;164,13
31.07. 16:00;119,68
31.07. 17:00;54,647
31.07. 18:00;12,184
31.07. 19:00;4,8389
31.07. 20:00;0
31.07. 21:00;0
31.07. 22:00;0
31.07. 23:00;0
01.08. 00:00;0
01.08. 01:00;0
01.08. 02:00;0
01.08. 03:00;0
01.08. 04:00;0
01.08. 05:00;5,2745
01.08. 06:00;28,714
01.08. 07:00;54,055
01.08. 08:00;88,906
01.08. 09:00;156,27
01.08. 10:00;176,55
01.08. 11:00;167,8
01.08. 12:00;160,75
01.08. 13:00;166,19
01.08. 14:00;146,28
01.08. 15:00;154,07
01.08. 16:00;131,1
01.08. 17:00;90,366
01.08. 18:00;48,201
01.08. 19:00;7,2518
01.08. 20:00;0
01.08. 21:00;0
01.08. 22:00;0
01.08. 23:00;0
02.08. 00:00;0
02.08. 01:00;0
02.08. 02:00;0
02.08. 03:00;0
02.08. 04:00;0
02.08. 05:00;24,129
02.08. 06:00;77,547
02.08. 07:00;132,34
02.08. 08:00;141,3
02.08. 09:00;196,62
02.08. 10:00;253,17
02.08. 11:00;266,28
02.08. 12:00;266,22
02.08. 13:00;253,97
02.08. 14:00;220,84
02.08. 15:00;162,66
02.08. 16:00;75,938
02.08. 17:00;42,762
02.08. 18:00;19,467
02.08. 19:00;1,4337
02.08. 20:00;0
02.08. 21:00;0
02.08. 22:00;0
02.08. 23:00;0
03.08. 00:00;0
03.08. 01:00;0
03.08. 02:00;0
03.08. 03:00;0
03.08. 04:00;0
03.08. 05:00;8,3279
03.08. 06:00;12,779
03.08. 07:00;38,448
03.08. 08:00;60,178
03.08. 09:00;131,47
03.08. 10:00;195,38
03.08. 11:00;222,78
03.08. 12:00;217,25
03.08. 13:00;186,59
03.08. 14:00;77,266
03.08. 15:00;40,972
03.08. 16:00;46,136
03.08. 17:00;38,954
03.08. 18:00;28,935
03.08. 19:00;7,1945
03.08. 20:00;0
03.08. 21:00;0
03.08. 22:00;0
03.08. 23:00;0
04.08. 00:00;0
04.08. 01:00;0
04.08. 02:00;0
04.08. 03:00;0
04.08. 04:00;0
04.08. 05:00;4,9584
04.08. 06:00;39,361
04.08. 07:00;105,05
04.08. 08:00;123,18
04.08. 09:00;75,532
04.08. 10:00;95,714
04.08. 11:00;108,99
04.08. 12:00;152,36
04.08. 13:00;150,34
04.08. 14:00;123,05
04.08. 15:00;112,27
04.08. 16:00;65,884
04.08. 17:00;47,951
04.08. 18:00;11,117
04.08. 19:00;0
04.08. 20:00;0
04.08. 21:00;0
04.08. 22:00;0
04.08. 23:00;0
05.08. 00:00;0
05.08. 01:00;0
05.08. 02:00;0
05.08. 03:00;0
05.08. 04:00;0
05.08. 05:00;4,3344
05.08. 06:00;38,177
05.08. 07:00;87,805
05.08. 08:00;132,53
05.08. 09:00;186,35
05.08. 10:00;230,55
05.08. 11:00;225,28
05.08. 12:00;170,74
05.08. 13:00;177,82
05.08. 14:00;172,39
05.08. 15:00;82,31
05.08. 16:00;80,34
05.08. 17:00;62,541
05.08. 18:00;42,605
05.08. 19:00;8,0075
05.08. 20:00;0
05.08. 21:00;0
05.08. 22:00;0
05.08. 23:00;0
06.08. 00:00;0
06.08. 01:00;0
06.08. 02:00;0
06.08. 03:00;0
06.08. 04:00;0
06.08. 05:00;17,555
06.08. 06:00;52,574
06.08. 07:00;99,095
06.08. 08:00;145,69
06.08. 09:00;198,76
06.08. 10:00;200,97
06.08. 11:00;201,3
06.08. 12:00;141,51
06.08. 13:00;112,82
06.08. 14:00;68,684
06.08. 15:00;92,094
06.08. 16:00;41,385
06.08. 17:00;44,262
06.08. 18:00;24,011
06.08. 19:00;3,2995
06.08. 20:00;0
06.08. 21:00;0
06.08. 22:00;0
06.08. 23:00;0
07.08. 00:00;0
07.08. 01:00;0
07.08. 02:00;0
07.08. 03:00;0
07.08. 04:00;0
07.08. 05:00;1,4698
07.08. 06:00;11,811
07.08. 07:00;28,41
07.08. 08:00;62,47
07.08. 09:00;136,09
07.08. 10:00;115,75
07.08. 11:00;152,99
07.08. 12:00;175,81
07.08. 13:00;144,86
07.08. 14:00;125,58
07.08. 15:00;146,51
07.08. 16:00;97,406
07.08. 17:00;62,617
07.08. 18:00;22,791
07.08. 19:00;0,8942
07.08. 20:00;0
07.08. 21:00;0
07.08. 22:00;0
07.08. 23:00;0
08.08. 00:00;0
08.08. 01:00;0
08.08. 02:00;0
08.08. 03:00;0
08.08. 04:00;0
08.08. 05:00;1,4752
08.08. 06:00;18,15
08.08. 07:00;48,662
08.08. 08:00;49,672
08.08. 09:00;122,73
08.08. 10:00;184,2
08.08. 11:00;104,59
08.08. 12:00;202,17
08.08. 13:00;231,38
08.08. 14:00;180,3
08.08. 15:00;152,36
08.08. 16:00;113,04
08.08. 17:00;82,322
08.08. 18:00;38,861
08.08. 19:00;4,2187
08.08. 20:00;0
08.08. 21:00;0
08.08. 22:00;0
08.08. 23:00;0
09.08. 00:00;0
09.08. 01:00;0
09.08. 02:00;0
09.08. 03:00;0
09.08. 04:00;0
09.08. 05:00;25,557
09.08. 06:00;72,734
09.08. 07:00;126,85
09.08. 08:00;175,03
09.08. 09:00;209,72
09.08. 10:00;158,01
09.08. 11:00;158,37
09.08. 12:00;182,65
09.08. 13:00;102,44
09.08. 14:00;69,48
09.08. 15:00;51,101
09.08. 16:00;87,794
09.08. 17:00;74,253
09.08. 18:00;37,863
09.08. 19:00;2,0385
09.08. 20:00;0
09.08. 21:00;0
09.08. 22:00;0
09.08. 23:00;0
10.08. 00:00;0
10.08. 01:00;0
10.08. 02:00;0
10.08. 03:00;0
10.08. 04:00;0
10.08. 05:00;7,3794
10.08. 06:00;49,042
10.08. 07:00;70,7
10.08. 08:00;156,73
10.08. 09:00;197,4
10.08. 10:00;191,76
10.08. 11:00;203,73
10.08. 12:00;159,66
10.08. 13:00;181,14
10.08. 14:00;181,38
10.08. 15:00;168,55
10.08. 16:00;121,8
10.08. 17:00;73,813
10.08. 18:00;23,263
10.08. 19:00;2,6742
10.08. 20:00;0
10.08. 21:00;0
10.08. 22:00;0
10.08. 23:00;0
11.08. 00:00;0
11.08. 01:00;0
11.08. 02:00;0
11.08. 03:00;0
11.08. 04:00;0
11.08. 05:00;21,13
11.08. 06:00;69,742
11.08. 07:00;117,39
11.08. 08:00;133,29
11.08. 09:00;138,43
11.08. 10:00;149,3
11.08. 11:00;138,77
11.08. 12:00;78,059
11.08. 13:00;174,77
11.08. 14:00;217,02
11.08. 15:00;111,91
11.08. 16:00;121,82
11.08. 17:00;90,712
11.08. 18:00;32,101
11.08. 19:00;3,0012
11.08. 20:00;0
11.08. 21:00;0
11.08. 22:00;0
11.08. 23:00;0
12.08. 00:00;0
12.08. 01:00;0
12.08. 02:00;0
12.08. 03:00;0
12.08. 04:00;0
12.08. 05:00;4,3571
12.08. 06:00;28,965
12.08. 07:00;25,679
12.08. 08:00;58,821
12.08. 09:00;93,04
12.08. 10:00;88,179
12.08. 11:00;90,506
12.08. 12:00;147,38
12.08. 13:00;182,61
12.08. 14:00;139,72
12.08. 15:00;94,992
12.08. 16:00;74,877
12.08. 17:00;42,921
12.08. 18:00;20,016
12.08. 19:00;2,6564
12.08. 20:00;0
12.08. 21:00;0
12.08. 22:00;0
12.08. 23:00;0
13.08. 00:00;0
13.08. 01:00;0
13.08. 02:00;0
13.08. 03:00;0
13.08. 04:00;0
13.08. 05:00;3,0267
13.08. 06:00;5,9821
13.08. 07:00;13,956
13.08. 08:00;26,734
13.08. 09:00;42,814
13.08. 10:00;42,075
13.08. 11:00;48,775
13.08. 12:00;37,273
13.08. 13:00;31,92
13.08. 14:00;27,976
13.08. 15:00;24,761
13.08. 16:00;33,27
13.08. 17:00;22,989
13.08. 18:00;9,6991
13.08. 19:00;0
13.08. 20:00;0
13.08. 21:00;0
13.08. 22:00;0
13.08. 23:00;0
14.08. 00:00;0
14.08. 01:00;0
14.08. 02:00;0
14.08. 03:00;0
14.08. 04:00;0
14.08. 05:00;3,0045
14.08. 06:00;15,231
14.08. 07:00;31,778
14.08. 08:00;52,226
14.08. 09:00;72,839
14.08. 10:00;91,388
14.08. 11:00;136,73
14.08. 12:00;170,68
14.08. 13:00;170,42
14.08. 14:00;183,56
14.08. 15:00;164,94
14.08. 16:00;125,5
14.08. 17:00;77,083
14.08. 18:00;30,804
14.08. 19:00;1,4261
14.08. 20:00;0
14.08. 21:00;0
14.08. 22:00;0
14.08. 23:00;0
15.08. 00:00;0
15.08. 01:00;0
15.08. 02:00;0
15.08. 03:00;0
15.08. 04:00;0
15.08. 05:00;11,658
15.08. 06:00;53,58
15.08. 07:00;107,33
15.08. 08:00;158,14
15.08. 09:00;199,64
15.08. 10:00;227,67
15.08. 11:00;243,26
15.08. 12:00;244,02
15.08. 13:00;233,33
15.08. 14:00;208,92
15.08. 15:00;173,77
15.08. 16:00;130,66
15.08. 17:00;80,302
15.08. 18:00;32,719
15.08. 19:00;1,4012
15.08. 20:00;0
15.08. 21:00;0
15.08. 22:00;0
15.08. 23:00;0
16.08. 00:00;0
16.08. 01:00;0
16.08. 02:00;0
16.08. 03:00;0
16.08. 04:00;0
16.08. 05:00;15,106
16.08. 06:00;57,578
16.08. 07:00;110,86
16.08. 08:00;160,59
16.08. 09:00;201,59
16.08. 10:00;229,17
16.08. 11:00;243,48
16.08. 12:00;245,27
16.08. 13:00;233,24
16.08. 14:00;182,58
16.08. 15:00;114,08
16.08. 16:00;103,39
16.08. 17:00;75,192
16.08. 18:00;30,594
16.08. 19:00;1,1321
16.08. 20:00;0
16.08. 21:00;0
16.08. 22:00;0
16.08. 23:00;0
17.08. 00:00;0
17.08. 01:00;0
17.08. 02:00;0
17.08. 03:00;0
17.08. 04:00;0
17.08. 05:00;2,0577
17.08. 06:00;6,2398
17.08. 07:00;16,615
17.08. 08:00;21,936
17.08. 09:00;51,375
17.08. 10:00;54,79
17.08. 11:00;138,98
17.08. 12:00;213,04
17.08. 13:00;222,73
17.08. 14:00;219,36
17.08. 15:00;180,54
17.08. 16:00;134,7
17.08. 17:00;82,521
17.08. 18:00;32,406
17.08. 19:00;0,63627
17.08. 20:00;0
17.08. 21:00;0
17.08. 22:00;0
17.08. 23:00;0
18.08. 00:00;0
18.08. 01:00;0
18.08. 02:00;0
18.08. 03:00;0
18.08. 04:00;0
18.08. 05:00;2,0666
18.08. 06:00;9,3971
18.08. 07:00;18,827
18.08. 08:00;27,67
18.08. 09:00;41,548
18.08. 10:00;45,511
18.08. 11:00;30,547
18.08. 12:00;38,417
18.08. 13:00;48,619
18.08. 14:00;37,213
18.08. 15:00;40,032
18.08. 16:00;51,64
18.08. 17:00;40,582
18.08. 18:00;11,465
18.08. 19:00;0
18.08. 20:00;0
18.08. 21:00;0
18.08. 22:00;0
18.08. 23:00;0
19.08. 00:00;0
19.08. 01:00;0
19.08. 02:00;0
19.08. 03:00;0
19.08. 04:00;0
19.08. 05:00;0
19.08. 06:00;22,937
19.08. 07:00;39,91
19.08. 08:00;62,126
19.08. 09:00;93,642
19.08. 10:00;136,99
19.08. 11:00;158,65
19.08. 12:00;182,4
19.08. 13:00;169,38
19.08. 14:00;166,79
19.08. 15:00;125,34
19.08. 16:00;78,778
19.08. 17:00;14,928
19.08. 18:00;6,8981
19.08. 19:00;0
19.08. 20:00;0
19.08. 21:00;0
19.08. 22:00;0
19.08. 23:00;0
20.08. 00:00;0
20.08. 01:00;0
20.08. 02:00;0
20.08. 03:00;0
20.08. 04:00;0
20.08. 05:00;9,7287
20.08. 06:00;48,936
20.08. 07:00;71,12
20.08. 08:00;88,338
20.08. 09:00;143,2
20.08. 10:00;211,84
20.08. 11:00;224,01
20.08. 12:00;238,92
20.08. 13:00;229,06
20.08. 14:00;192,56
20.08. 15:00;152
20.08. 16:00;105,79
20.08. 17:00;58,301
20.08. 18:00;23,891
20.08. 19:00;0
20.08. 20:00;0
20.08. 21:00;0
20.08. 22:00;0
20.08. 23:00;0
21.08. 00:00;0
21.08. 01:00;0
21.08. 02:00;0
21.08. 03:00;0
21.08. 04:00;0
21.08. 05:00;0,90101
21.08. 06:00;5,612
21.08. 07:00;18,714
21.08. 08:00;42,414
21.08. 09:00;47,665
21.08. 10:00;76,657
21.08. 11:00;93,139
21.08. 12:00;86,064
21.08. 13:00;58,46
21.08. 14:00;36,024
21.08. 15:00;30,768
21.08. 16:00;31,14
21.08. 17:00;24,494
21.08. 18:00;13,826
21.08. 19:00;0
21.08. 20:00;0
21.08. 21:00;0
21.08. 22:00;0
21.08. 23:00;0
22.08. 00:00;0
22.08. 01:00;0
22.08. 02:00;0
22.08. 03:00;0
22.08. 04:00;0
22.08. 05:00;3,3049
22.08. 06:00;28,261
22.08. 07:00;46,606
22.08. 08:00;94,83
22.08. 09:00;167,65
22.08. 10:00;212,85
22.08. 11:00;233,25
22.08. 12:00;235,81
22.08. 13:00;224,68
22.08. 14:00;200,38
22.08. 15:00;162,84
22.08. 16:00;116,88
22.08. 17:00;66,949
22.08. 18:00;24,83
22.08. 19:00;0
22.08. 20:00;0
22.08. 21:00;0
22.08. 22:00;0
22.08. 23:00;0
23.08. 00:00;0
23.08. 01:00;0
23.08. 02:00;0
23.08. 03:00;0
23.08. 04:00;0
23.08. 05:00;5,2822
23.08. 06:00;39,599
23.08. 07:00;90,66
23.08. 08:00;142,83
23.08. 09:00;186,06
23.08. 10:00;213,71
23.08. 11:00;225,65
23.08. 12:00;232,22
23.08. 13:00;221,51
23.08. 14:00;197,31
23.08. 15:00;161,05
23.08. 16:00;116,12
23.08. 17:00;65,979
23.08. 18:00;24,177
23.08. 19:00;0
23.08. 20:00;0
23.08. 21:00;0
23.08. 22:00;0
23.08. 23:00;0
24.08. 00:00;0
24.08. 01:00;0
24.08. 02:00;0
24.08. 03:00;0
24.08. 04:00;0
24.08. 05:00;8,6653
24.08. 06:00;44,091
24.08. 07:00;76,891
24.08. 08:00;118,92
24.08. 09:00;146,47
24.08. 10:00;196,64
24.08. 11:00;217,92
24.08. 12:00;226,11
24.08. 13:00;196,05
24.08. 14:00;172,95
24.08. 15:00;141,46
24.08. 16:00;95,713
24.08. 17:00;46,184
24.08. 18:00;4,4788
24.08. 19:00;0
24.08. 20:00;0
24.08. 21:00;0
24.08. 22:00;0
24.08. 23:00;0
25.08. 00:00;0
25.08. 01:00;0
25.08. 02:00;0
25.08. 03:00;0
25.08. 04:00;0
25.08. 05:00;3,9085
25.08. 06:00;31,433
25.08. 07:00;77,749
25.08. 08:00;130,61
25.08. 09:00;178,02
25.08. 10:00;207,58
25.08. 11:00;223,12
25.08. 12:00;223,77
25.08. 13:00;208,44
25.08. 14:00;188,28
25.08. 15:00;154,6
25.08. 16:00;112,28
25.08. 17:00;63,109
25.08. 18:00;22,228
25.08. 19:00;0
25.08. 20:00;0
25.08. 21:00;0
25.08. 22:00;0
25.08. 23:00;0
26.08. 00:00;0
26.08. 01:00;0
26.08. 02:00;0
26.08. 03:00;0
26.08. 04:00;0
26.08. 05:00;0
26.08. 06:00;18,921
26.08. 07:00;83,789
26.08. 08:00;133,94
26.08. 09:00;186,16
26.08. 10:00;212,38
26.08. 11:00;226,97
26.08. 12:00;227,49
26.08. 13:00;214,89
26.08. 14:00;191,03
26.08. 15:00;155,55
26.08. 16:00;111,35
26.08. 17:00;61,637
26.08. 18:00;20,348
26.08. 19:00;0
26.08. 20:00;0
26.08. 21:00;0
26.08. 22:00;0
26.08. 23:00;0
27.08. 00:00;0
27.08. 01:00;0
27.08. 02:00;0
27.08. 03:00;0
27.08. 04:00;0
27.08. 05:00;0,63671
27.08. 06:00;24,789
27.08. 07:00;53,852
27.08. 08:00;91,357
27.08. 09:00;81,675
27.08. 10:00;98,219
27.08. 11:00;114,6
27.08. 12:00;30,69
27.08. 13:00;21,689
27.08. 14:00;43,502
27.08. 15:00;123,88
27.08. 16:00;99,772
27.08. 17:00;32,201
27.08. 18:00;12,77
27.08. 19:00;0
27.08. 20:00;0
27.08. 21:00;0
27.08. 22:00;0
27.08. 23:00;0
28.08. 00:00;0
28.08. 01:00;0
28.08. 02:00;0
28.08. 03:00;0
28.08. 04:00;0
28.08. 05:00;2,7171
28.08. 06:00;45,802
28.08. 07:00;102,76
28.08. 08:00;138,87
